BRIN;VESTNR;naam;plaats;SCHOOLJAAR_2013;TOETS_2013;VERSIE_BL_2013;VERSIE_RW_2013;N_AFN_2013;N_AFN_2013_rw;N_DLN_2013;N_DLN_2013_rw;SCORE_2013;SCORE_2013_rw;SCHOOLJAAR_2012;TOETS_2012;VERSIE_BL_2012;VERSIE_RW_2012;N_AFN_2012;N_AFN_2012_rw;N_DLN_2012;N_DLN_2012_rw;SCORE_2012;SCORE_2012_rw;SCHOOLJAAR_2011;TOETS_2011;VERSIE_BL_2011;VERSIE_RW_2011;N_AFN_2011;N_AFN_2011_rw;N_DLN_2011;N_DLN_2011_rw;SCORE_2011;SCORE_2011_rw;DE_special_SCORE_2012;DE_special_SCORE_2012_rw;DE_SPECIAL_SCORE_2011;DE_SPECIAL_SCORE_2011_rw;status;gew03;gew12;ARUBA;DEMOLUKSEEILANDEN;GIEKENLAND;ITALIE;KAAPVERDIE;MAROKKO;NEDERLANDSEANTILLEN;NIETENGELSTALIGEN;PORTUGAL;SPANJE;SURINAME;TUNESIE;TURKIJE;VLUCHTELINGEN;VMLJOEGOSLAVIE;deelnaamper;waretoets;PRE_1;RES_1;verwacht;toegevoegd;waretoets1
10UV;0,00;obs Van Reenen;Bergen Nh;2013,00;cito;;;30,00;;30,00;;538,30;;2012,00;cito;;;52,00;;52,00;;535,20;;2011,00;entree;;;55,00;;54,00;;287,90;;;;;;30,20;0,00;0,03;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;99,27;0,67;0,75;-0,08;537,06;-0,33;536,73
10UW;0,00;o.b.s. Dr. Theun de Vries;Feanwalden;2013,00;cito;;;19,00;;21,00;;531,50;;2012,00;cito;;;18,00;;18,00;;531,80;;2011,00;lvs;2010 midden;2009 midden;6,00;6,00;6,00;6,00;;;;;0,00;0,00;11,48;0,11;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,54;0,25;-0,79;535,02;-3,22;531,79
10UX;0,00;o.b.s. De Veldwikke;Darp;2013,00;cito;;;5,00;;5,00;;536,10;;2012,00;cito;;;14,00;;14,00;;536,60;;2011,00;entree;;;15,00;;14,00;;289,20;;;;;;7,87;0,06;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;97,06;0,56;0,40;0,16;535,63;0,66;536,29
10UY;0,00;Bosschool;Holten;2013,00;cito;;;1,00;;1,00;;;;2012,00;cito;;;5,00;;5,00;;541,40;;2011,00;cito;;;5,00;;5,00;;528,90;;;;;;23,25;0,15;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,25;0,20;0,04;534,84;0,18;535,02
10UZ;0,00;Basisschool de Schovenhorst;Putten;2013,00;cito;;;22,00;;22,00;;532,50;;2012,00;cito;;;21,00;;21,00;;536,20;;2011,00;cito;;;7,00;;8,00;;532,00;;;;;;23,79;0,09;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,10;0,41;-0,51;535,66;-2,07;533,59
10VA;0,00;o.b.s. Jan Thies;Rolde;2013,00;cito;;;58,00;;58,00;;537,80;;2012,00;cito;;;48,00;;48,00;;540,60;;2011,00;cito;;;44,00;;44,00;;534,60;;;;;;24,08;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,8%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,5%;100,00;0,90;0,68;0,22;536,77;0,90;537,67
10VB;0,00;obs 't Padland;Venhuizen;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;42,00;42,00;42,00;42,00;64,00;113,00;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;27,00;27,00;27,00;27,00;;;2011,00;lvs;2010 midden;2009 midden;28,00;28,00;27,00;26,00;;;29.6;7.4;22,20;19,20;27,21;0,00;0,00;0,0%;0,0%;0,0%;0,8%;0,0%;0,0%;0,0%;2,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;98,97;1,13;0,94;0,20;537,82;0,80;538,62
10VC;0,00;Basisschool Hagewinde;Wilp Gld;2013,00;cito;;;12,00;;12,00;;533,80;;2012,00;cito;;;16,00;;16,00;;534,60;;2011,00;cito;;;9,00;;9,00;;541,80;;;;;;31,51;0,06;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,68;0,63;0,05;536,58;0,21;536,79
10VD;0,00;Openbare basisschool De Margriet;Leidschendam;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;21,00;21,00;21,00;20,00;50,30;105,00;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;17,00;17,00;17,00;17,00;;;2011,00;lvs;1998 midden;2002 midden;18,00;18,00;17,00;18,00;65,30;113,50;41.1;23.5;;;-23,13;0,13;0,16;0,0%;0,0%;0,0%;0,6%;0,0%;14,9%;2,6%;18,2%;0,0%;0,0%;9,1%;0,0%;1,9%;5,8%;0,0%;98,21;-0,21;-0,53;0,32;531,84;1,29;533,14
10VH;0,00;o.b.s. Jan Ligthartschool;Appingedam;2013,00;cito;;;42,00;;41,00;;532,00;;2012,00;cito;;;41,00;;41,00;;536,00;;2011,00;cito;;;23,00;;23,00;;537,90;;;;;;11,98;0,08;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;99,06;0,32;0,31;0,02;535,26;0,07;535,32
10VK;0,00;Daltonschool Oegstgeest;Oegstgeest;2013,00;cito;;;30,00;;30,00;;537,50;;2012,00;cito;;;47,00;;47,00;;542,50;;2011,00;cito;;;28,00;;28,00;;541,00;;;;;;24,22;0,03;0,07;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;0,8%;0,0%;0,0%;0,4%;0,0%;1,1%;0,0%;0,0%;100,00;1,58;0,48;1,10;535,96;4,46;540,42
10VL;0,00;o.b.s. De Woldrakkers;Woldendorp;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;15,00;15,00;15,00;15,00;59,50;115,60;2012,00;;;;-1,00;;-1,00;;;;2011,00;entree;;;12,00;;11,00;;289,80;;25;33.299999999999997;;;12,64;0,16;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;96,30;0,91;0,01;0,90;534,06;3,66;537,72
10VM;0,00;obs Alvitlo;Hippolytushoef;2013,00;cito;;;42,00;;47,00;;528,10;;2012,00;cito;;;36,00;;36,00;;536,60;;2011,00;cito;;;25,00;;23,00;;531,80;;;;;;20,62;0,04;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,43;0,55;-0,98;536,25;-3,97;532,28
10VP;0,00;obs De Blauwe Morgenster;Middenbeemster;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;63,00;63,00;63,00;63,00;58,70;112,90;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;47,00;47,00;47,00;47,00;;;2011,00;lvs;2010 midden;2009 midden;61,00;61,00;61,00;61,00;;;17;4.2;27,80;11,40;19,86;0,06;0,04;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,61;0,41;0,20;535,68;0,80;536,48
10VR;0,00;Obs Darwin;Oisterwijk;2013,00;cito_drempel;;;29,00;;29,00;;534,00;;2012,00;cito_drempel;;;25,00;;25,00;;536,80;;2011,00;cito_drempel;;;29,00;;29,00;;535,60;;;;;;19,98;0,09;0,14;0,0%;0,0%;0,0%;0,0%;0,0%;1,3%;0,0%;10,3%;0,0%;0,0%;0,0%;0,0%;2,6%;30,8%;0,0%;100,00;0,59;-0,25;0,84;533,00;3,42;536,42
10VU;0,00;obs De Wiekslag;Stompetoren;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;26,00;26,00;26,00;26,00;56,50;111,30;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;30,00;30,00;30,00;30,00;;;2011,00;entree;;;30,00;;30,00;;286,20;;16.600000000000001;13.3;;;23,78;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,22;0,68;-0,46;536,78;-1,87;534,91
10VV;0,00;basisschool De Kirreweie;Burgh-Haamstede;2013,00;cito_drempel;;;25,00;;25,00;;535,70;;2012,00;cito;;;35,00;;35,00;;536,70;;2011,00;cito;;;20,00;;20,00;;533,70;;;;;;28,79;0,11;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,43;0,40;0,03;535,64;0,10;535,74
10WF;0,00;Ontmoetingsschool De Triangel;Velsen-Noord;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;29,00;29,00;28,00;29,00;52,00;109,00;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;50,00;50,00;50,00;50,00;;;2011,00;entree;;;51,00;;48,00;;285,10;;36;28;;;-11,18;0,17;0,14;0,0%;0,0%;0,0%;0,3%;0,0%;7,9%;0,0%;11,4%;0,6%;1,6%;0,0%;0,0%;9,8%;0,3%;0,0%;96,92;-0,51;-0,41;-0,10;532,33;-0,39;531,94
10WG;0,00;Basisschool De Plenkert;Valkenburg Lb;2013,00;cito;;;28,00;;28,00;;534,90;;2012,00;cito;;;24,00;;24,00;;537,80;;2011,00;cito;;;29,00;;29,00;;541,70;;;;;;13,37;0,03;0,03;0,0%;0,0%;0,4%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,4%;100,00;1,03;0,58;0,46;536,35;1,86;538,21
10WH;0,00;basisschool De Vlashof;Tilburg;2013,00;cito;;;15,00;;15,00;;527,20;;2012,00;cito;;;30,00;;30,00;;525,90;;2011,00;cito_drempel;;;23,00;;23,00;;529,20;;;;;;-29,13;0,16;0,25;0,0%;0,0%;0,0%;0,8%;0,0%;12,3%;7,9%;9,1%;0,0%;0,4%;4,0%;0,4%;15,9%;2,4%;2,0%;100,00;-1,62;-0,82;-0,80;530,68;-3,27;527,41
10WI;0,00;Prins Mauritsschool;Delft;2013,00;cito;;;47,00;;47,00;;537,80;;2012,00;cito;;;43,00;;42,00;;540,30;;2011,00;cito;;;31,00;;31,00;;534,10;;;;;;5,67;0,10;0,04;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,5%;5,7%;0,0%;0,0%;2,4%;0,0%;2,4%;0,3%;0,0%;99,17;0,82;0,04;0,78;534,16;3,19;537,35
10WK;0,00;Basisschool De Tamboerijn;Zevenaar;2013,00;cito;;;38,00;;37,00;;535,40;;2012,00;cito;;;36,00;;35,00;;532,70;;2011,00;cito;;;37,00;;34,00;;534,00;;;;;;15,85;0,04;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;95,50;-0,07;0,53;-0,60;536,16;-2,43;533,72
10WN;0,00;Basisschool De Watermolen;Groenlo;2013,00;cito;;;14,00;;14,00;;536,50;;2012,00;cito;;;11,00;;11,00;;537,30;;2011,00;cito;;;15,00;;15,00;;533,20;;;;;;18,74;0,14;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;0,0%;0,9%;0,0%;0,0%;0,0%;0,0%;0,9%;0,0%;3,7%;100,00;0,40;0,24;0,17;534,97;0,67;535,64
10WO;0,00;rkbs De Hussel;Grootebroek;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;34,00;34,00;34,00;34,00;55,40;108,40;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;32,00;32,00;32,00;32,00;;;2011,00;lvs;2010 midden;2009 midden;33,00;33,00;33,00;33,00;;;34.299999999999997;28.1;45,40;18,10;20,19;0,06;0,03;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;1,1%;0,0%;0,0%;0,4%;0,0%;0,0%;0,0%;0,0%;100,00;-0,19;0,42;-0,61;535,72;-2,47;533,25
10WQ;0,00;basisschool Moerschans;Hulst;2013,00;cito;;;13,00;;12,00;;534,90;;2012,00;cito;;;10,00;;9,00;;533,90;;2011,00;cito;;;20,00;;20,00;;532,10;;;;;;23,32;0,11;0,07;0,0%;0,0%;0,0%;0,0%;0,0%;1,2%;0,0%;4,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;95,35;-0,17;0,17;-0,34;534,70;-1,38;533,32
10WT;0,00;Basisschool De Cirkel;Amstelveen;2013,00;cito;;;33,00;;33,00;;540,20;;2012,00;cito;;;38,00;;37,00;;540,10;;2011,00;cito;;;25,00;;25,00;;540,50;;;;;;10,93;0,00;0,02;0,0%;0,4%;0,0%;0,7%;0,0%;0,0%;0,4%;12,2%;1,4%;0,0%;4,3%;0,0%;0,4%;0,0%;0,4%;98,96;1,53;0,59;0,93;536,42;3,79;540,21
10WU;0,00;basisschool De Dassenburcht;Nuenen;2013,00;cito;;;38,00;;38,00;;538,60;;2012,00;cito;;;41,00;;41,00;;537,40;;2011,00;cito;;;47,00;;47,00;;539,80;;;;;;28,17;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;1,13;0,80;0,33;537,24;1,35;538,59
10WW;0,00;basisschool Michael;Gemert;2013,00;cito;;;31,00;;31,00;;536,70;;2012,00;cito;;;40,00;;40,00;;537,20;;2011,00;cito;;;33,00;;33,00;;534,00;;;;;;19,80;0,08;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,6%;0,0%;0,0%;0,0%;0,7%;0,0%;0,0%;0,0%;100,00;0,48;0,41;0,07;535,66;0,28;535,95
10WZ;0,00;Basisschool St. Lambertus;Asten;2013,00;cito;;;25,00;;25,00;;534,30;;2012,00;cito;;;23,00;;22,00;;536,90;;2011,00;cito;;;27,00;;27,00;;534,20;;;;;;23,77;0,02;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;98,67;0,26;0,70;-0,43;536,83;-1,76;535,08
10XB;0,00;J.F. Kennedyschool;Zutphen;2013,00;cito;;;35,00;;35,00;;539,90;;2012,00;cito;;;34,00;;35,00;;538,50;;2011,00;cito;;;48,00;;48,00;;539,90;;;;;;1,34;0,00;0,00;0,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,4%;0,0%;0,0%;0,0%;0,0%;2,0%;0,0%;0,0%;100,00;1,33;0,51;0,82;536,08;3,33;539,41
10XC;0,00;basisschool 't Noorderlicht;Goes;2013,00;SEO;;;18,00;;18,00;;0,66;;2012,00;seo;;;22,00;;21,00;;0,54;;2011,00;seo;;;13,00;;13,00;;1,26;;;;;;-8,58;0,09;0,04;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;98,11;0,76;0,04;0,71;534,18;2,90;537,08
10XE;0,00;CBS De Burcht;Oost-Souburg;2013,00;SEO;;;38,00;;37,00;;1,42;;2012,00;seo;;;32,00;;38,00;;1,39;;2011,00;seo;;;27,00;;28,00;;-1,21;;;;;;9,82;0,12;0,01;0,0%;7,3%;0,0%;1,6%;0,0%;1,2%;1,6%;2,0%;0,0%;0,0%;5,2%;0,0%;0,0%;0,0%;0,8%;100,00;0,53;0,39;0,14;535,59;0,58;536,18
10XF;0,00;basisschool 't Carillon;Etten-Leur;2013,00;cito;;;45,00;;45,00;;532,20;;2012,00;cito;;;33,00;;33,00;;535,00;;2011,00;cito;;;48,00;;48,00;;532,60;;;;;;9,96;0,06;0,04;0,3%;0,0%;0,0%;0,0%;0,0%;3,7%;0,7%;5,7%;0,0%;0,0%;1,4%;0,0%;7,1%;0,0%;0,7%;100,00;-0,18;0,26;-0,44;535,06;-1,77;533,29
10XG;0,00;Basisschool De Baarzen;Vught;2013,00;cito_drempel;;;20,00;;20,00;;536,40;;2012,00;cito;;;29,00;;18,00;;542,70;;2011,00;cito;;;34,00;;34,00;;536,00;;;;;;25,15;0,07;0,07;0,0%;0,9%;0,0%;0,5%;0,0%;0,0%;0,0%;3,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;0,5%;86,75;1,02;0,44;0,58;535,79;2,37;538,16
10XJ;0,00;basisschool De Eerste Rith;Breda;2013,00;cito;;;59,00;;58,00;;536,00;;2012,00;cito;;;40,00;;40,00;;538,10;;2011,00;cito;;;41,00;;41,00;;534,30;;;;;;7,75;0,11;0,06;0,0%;0,5%;0,3%;0,0%;0,0%;1,3%;1,8%;4,0%;0,0%;0,3%;1,5%;0,0%;2,8%;0,3%;0,8%;99,29;0,51;0,05;0,46;534,22;1,88;536,10
10XK;0,00;Mariaschool;Rijswijk Zh;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;25,00;25,00;25,00;25,00;53,00;106,60;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;45,00;45,00;45,00;45,00;;;2011,00;lvs;1998 midden;2009 midden;26,00;26,00;26,00;26,00;63,00;;28.8;8.8000000000000007;;11,50;-21,37;0,09;0,03;0,4%;0,0%;0,0%;0,8%;0,4%;2,0%;1,6%;6,6%;2,0%;0,0%;10,2%;0,0%;2,0%;0,0%;0,4%;100,00;0,19;0,01;0,18;534,03;0,74;534,77
10XL;0,00;bs Kampus;Nijmegen;2013,00;cito;;;17,00;;17,00;;527,40;;2012,00;cito;;;16,00;;17,00;;533,50;;2011,00;cito;;;26,00;;26,00;;535,20;;;;;;-12,78;0,14;0,09;0,0%;1,2%;0,0%;0,0%;0,0%;1,8%;3,6%;4,1%;0,0%;0,0%;1,2%;0,0%;4,7%;2,4%;1,8%;100,00;-0,46;-0,36;-0,10;532,53;-0,39;532,14
10XM;0,00;Rk Basisschool Klippeholm;Hoofddorp;2013,00;cito;;;49,00;;49,00;;534,20;;2012,00;cito;;;28,00;;28,00;;539,50;;2011,00;cito;;;35,00;;35,00;;536,40;;;;;;12,28;0,06;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;4,1%;0,0%;1,2%;0,0%;0,3%;2,3%;0,3%;0,3%;0,0%;0,0%;100,00;0,68;0,41;0,27;535,67;1,10;536,77
10XN;0,00;rkbs De Bengelbongerd;Houten;2013,00;cito;;;12,00;;12,00;;536,70;;2012,00;cito;;;12,00;;12,00;;536,90;;2011,00;cito;;;5,00;;5,00;;539,80;;;;;;26,09;0,05;0,00;0,0%;0,0%;0,0%;2,4%;0,0%;0,0%;0,0%;3,5%;0,0%;0,0%;5,9%;0,0%;0,0%;0,0%;0,0%;100,00;0,94;1,07;-0,13;538,37;-0,55;537,82
10XO;0,00;Basisschool De Hoeven;Beuningen Gld;2013,00;cito;;;80,00;;80,00;;535,70;;2012,00;cito;;;67,00;;67,00;;536,70;;2011,00;cito;;;68,00;;68,00;;536,50;;;;;;17,05;0,03;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,57;0,59;-0,02;536,39;-0,09;536,31
10XP;0,00;'t Kampke;Lattrop-Breklenkamp;2013,00;cito;;;16,00;;16,00;;532,60;;2012,00;cito;;;24,00;;24,00;;536,60;;2011,00;cito;;;16,00;;15,00;;538,90;;;;;;20,40;0,13;0,04;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,2%;0,0%;0,0%;98,21;0,49;0,15;0,34;534,61;1,40;536,01
10XQ;0,00;Basisschool Nieuw-Lotbroek;Hoensbroek;2013,00;cito;;;21,00;;20,00;;530,70;;2012,00;cito;;;20,00;;20,00;;534,40;;2011,00;cito;;;19,00;;18,00;;535,80;;;;;;4,34;0,19;0,11;0,0%;0,0%;0,0%;0,0%;0,0%;7,0%;0,6%;1,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;1,3%;96,67;-0,12;-0,35;0,22;532,60;0,91;533,51
10XR;0,00;basisschool St. Petrus' Banden;Venray;2013,00;cito;;;56,00;;55,00;;539,80;;2012,00;cito;;;61,00;;61,00;;539,50;;2011,00;cito;;;44,00;;44,00;;536,40;;;;;;1,25;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;0,0%;0,5%;0,0%;0,5%;0,0%;0,7%;99,38;1,11;0,50;0,61;536,03;2,47;538,50
10XS;0,00;De Korenbloem;Raalte;2013,00;cito;;;55,00;;55,00;;535,90;;2012,00;cito;;;44,00;;44,00;;535,90;;2011,00;cito;;;50,00;;47,00;;538,20;;;;;;17,78;0,04;0,07;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,8%;0,6%;0,0%;0,0%;0,0%;1,7%;1,1%;0,0%;97,99;0,63;0,35;0,28;535,44;1,12;536,56
10XU;0,00;c.b.s. Het Baken;Harlingen;2013,00;cito;;;28,00;;29,00;;532,20;;2012,00;cito;;;26,00;;26,00;;537,50;;2011,00;cito;;;20,00;;20,00;;531,50;;;;;;2,45;0,04;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;2,2%;0,4%;0,0%;0,0%;0,0%;0,0%;0,9%;0,9%;100,00;-0,06;0,40;-0,46;535,64;-1,86;533,78
10XV;0,00;Basisschool St.-Jozef;Lichtenvoorde;2013,00;cito;;;27,00;;27,00;;533,30;;2012,00;cito;;;34,00;;33,00;;536,10;;2011,00;cito;;;28,00;;28,00;;537,10;;;;;;22,47;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;98,88;0,36;0,68;-0,31;536,76;-1,27;535,49
10XZ;0,00;pcbs De Wegwijzer;Schagen;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;7,00;7,00;6,00;6,00;59,60;116,60;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;10,00;10,00;10,00;10,00;;;2011,00;entree;;;9,00;;7,00;;280,10;;40;40;;;19,44;0,00;0,10;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;88,46;0,92;0,50;0,41;536,05;1,68;537,74
10YA;0,00;p.c.b.s. Mijndert van der Thijnen;Coevorden;2013,00;cito;;;7,00;;7,00;;534,80;;2012,00;cito;;;5,00;;5,00;;539,30;;2011,00;cito;;;9,00;;8,00;;532,20;;;;;;2,94;0,40;0,11;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;95,24;0,29;-1,18;1,47;529,22;5,97;535,19
10YD;0,00;de Bonifatiusschool;Woudsend;2013,00;cito;;;11,00;;11,00;;532,80;;2012,00;cito;;;9,00;;9,00;;535,70;;2011,00;lvs;2010 midden;2009 midden;14,00;14,00;14,00;14,00;;;;;50,00;7,10;17,80;0,04;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,10;0,55;-0,45;536,25;-1,82;534,43
10YE;0,00;Basisschool Vlasgaard;Zeeland;2013,00;cito;;;47,00;;47,00;;531,60;;2012,00;cito;;;44,00;;44,00;;534,30;;2011,00;cito;;;54,00;;53,00;;535,60;;;;;;24,75;0,07;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,6%;0,0%;0,0%;0,3%;99,31;-0,04;0,45;-0,49;535,84;-2,00;533,84
10YF;0,00;basisschool Panta Rhei;Baarlo Lb;2013,00;cito;;;28,00;;28,00;;537,80;;2012,00;cito;;;25,00;;24,00;;535,50;;2011,00;cito;;;31,00;;31,00;;533,90;;;;;;23,01;0,02;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;0,4%;0,0%;0,0%;0,0%;0,0%;0,4%;0,4%;98,81;0,39;0,63;-0,23;536,55;-0,95;535,60
10YG;0,00;Basisschool Het Molenveld;Berghem;2013,00;cito;;;37,00;;37,00;;536,60;;2012,00;cito;;;46,00;;46,00;;535,60;;2011,00;cito;;;46,00;;46,00;;534,50;;;;;;14,67;0,11;0,03;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,38;0,18;0,19;534,74;0,79;535,53
10YH;0,00;pcbs Beurthonk;Odijk;2013,00;cito;;;15,00;;15,00;;535,60;;2012,00;cito;;;12,00;;12,00;;539,30;;2011,00;cito;;;12,00;;12,00;;540,20;;;;;;28,05;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,0%;0,0%;100,00;1,09;0,80;0,29;537,26;1,17;538,44
10YI;0,00;De Pijler;IJsselstein Ut;2013,00;cito;;;51,00;;51,00;;534,20;;2012,00;cito;;;39,00;;39,00;;536,30;;2011,00;cito;;;20,00;;53,00;;536,10;;;;;;14,17;0,08;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,38;0,36;0,02;535,47;0,09;535,56
10YK;0,00;PCB Ichthus;Schoonhoven;2013,00;cito;;;27,00;;27,00;;537,10;;2012,00;cito;;;25,00;;25,00;;541,10;;2011,00;cito;;;26,00;;26,00;;537,00;;;;;;14,03;0,06;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;1,09;0,44;0,65;535,78;2,66;538,44
10YO;0,00;c.b.s. De Hoeksteen;Roden;2013,00;cito;;;27,00;;26,00;;537,30;;2012,00;cito;;;30,00;;29,00;;539,80;;2011,00;cito;;;32,00;;29,00;;541,70;;;;;;20,11;0,01;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;0,0%;0,4%;0,0%;0,0%;0,0%;0,0%;94,38;1,31;0,64;0,68;536,59;2,75;539,34
10YP;0,00;De Marsweijde;Hardenberg;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;26,00;26,00;26,00;26,00;60,70;111,30;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;27,00;27,00;27,00;26,00;;;2011,00;entree;;;26,00;;26,00;;276,10;;11.1;0;;;29,25;0,01;0,00;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,64;0,75;-0,11;537,07;-0,45;536,62
