BEVOEGD GEZAG NUMMER;BRIN NUMMER;INSTELLINGSNAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES
41551;07NY;Groen van Prinstererschool;Dr. H. Blinkstraat;5;7815 VH;EMMEN;Drenthe;0114;EMMEN;Protestants-Christelijk;0591612464;                                                                                ;Dr. H. Blinkstraat;5;7815 VH;EMMEN
41551;07OY;Christelijk Basisschool De Oliebron;Europaweg;145;7761 AC;SCHOONEBEEK;Drenthe;0114;EMMEN;Protestants-Christelijk;0524531812;www.cbdeoliebron.nl;Europaweg;145;7761 AC;SCHOONEBEEK
41551;11CZ;Het Palet;Geuzingerbrink;70;7812 NX;EMMEN;Drenthe;0114;EMMEN;Protestants-Christelijk;0591647653;www.cbshetpalet.nl;Geuzingerbrink;70;7812 NX;EMMEN
41551;11XJ;Protestants Christelijke Basisschool de Triangel;Kanaal A NZ;191;7881 KS;EMMER-COMPASCUUM;Drenthe;0114;EMMEN;Protestants-Christelijk;0591351570;www.cbs-detriangel.nl;Kanaal A NZ;191;7881 KS;EMMER-COMPASCUUM
41551;11XM;De Brug;Derksweg;264;7891 PR;KLAZIENAVEEN;Drenthe;0114;EMMEN;Protestants-Christelijk;0591312021;www.cbdebrug.nl;Derksweg;264;7891 PR;KLAZIENAVEEN
41551;12GT;Basisschool Braakhekke;Spoel;19;7881 BH;EMMER-COMPASCUUM;Drenthe;0114;EMMEN;Protestants-Christelijk;0591357346;                                                                                ;Spoel;19;7881 BH;EMMER-COMPASCUUM
41551;12GW;De Kap;De Kap;14;7891 LX;KLAZIENAVEEN;Drenthe;0114;EMMEN;Protestants-Christelijk;0591312054;                                                                                ;De Kap;14;7891 LX;KLAZIENAVEEN
41551;21PT;CB de IJsvogel;Zwaluwenveld;102;7827 PM;EMMEN;Drenthe;0114;EMMEN;Protestants-Christelijk;0591631980;www.cbdeijsvogel.nl;Zwaluwenveld;102;7827 PM;EMMEN
41551;30AF;CB Het Talent;Zandzoom;19;7814 VH;EMMEN;Drenthe;0114;EMMEN;Interconfessioneel;0591632273;www.hettalent.com;Zandzoom;19;7814 VH;EMMEN
41571;10ID;CBS De Parel;Dreesdestraat;40;9301 GG;RODEN;Drenthe;1699;NOORDENVELD;Protestants-Christelijk;0505017344;www.parel.pentaprimair.nl;Dreesdestraat;40;9301 GG;RODEN
41571;10YO;CBS De Hoeksteen;Slangenborg;1;9301 VC;RODEN;Drenthe;1699;NOORDENVELD;Protestants-Christelijk;0505018556;hoeksteen.pentaprimair.nl;Slangenborg;1;9301 VC;RODEN
41624;06MY;Basisschool De Rank;Hagedoorn;2;7822 CC;EMMEN;Drenthe;0114;EMMEN;Gereformeerd vrijgemaakt;0591615518;www.gbsderankemmen.nl;Hagedoorn;2;7822 CC;EMMEN
41629;04HW;Basisschool Commissaris Gaarlandt;Rembrandtstraat;2;7948 AW;NIJEVEEN;Drenthe;0119;MEPPEL;Openbaar;0522491618;www.obscommissarisgaarlandt.nl/;Rembrandtstraat;2;7948 AW;NIJEVEEN
41629;12TP;0penbare Basisschool Oosterboerschool;K.P.-laan;22;7943 CV;MEPPEL;Drenthe;0119;MEPPEL;Openbaar;0522254126;www.oosterboerschool.nl;K.P.-laan;22;7943 CV;MEPPEL
41629;13AA;OBS Sprinkels;Zuiderlaan;197-B;7944 EE;MEPPEL;Drenthe;0119;MEPPEL;Openbaar;0522799111;www.obssprinkels.nl;Zuiderlaan;197-B;7944 EE;MEPPEL
41629;13PS;Openbare Basisschool De Woldstroom;Woldkade;1-A;7942 AH;MEPPEL;Drenthe;0119;MEPPEL;Openbaar;0522252124;www.obsdewoldstroom.nl;Woldkade;1-A;7942 AH;MEPPEL
41629;13TT;Openbare Basisschool de Tolter;Engelgaarde;33;7943 LD;MEPPEL;Drenthe;0119;MEPPEL;Openbaar;0522260651;                                                                                ;Engelgaarde;33;7943 LD;MEPPEL
41630;03EJ;De Smeltkroes;Brugstraat;22;7852 TJ;WEZUP;Drenthe;0109;COEVORDEN;Openbaar;0591372813;www.desmeltkroes.nl;Witte Zandpad;1;7854 TW;AALDEN
41630;06BR;Openbare Basisschool De Anwende;Paardelandsdrift;5;7854 PR;AALDEN;Drenthe;0109;COEVORDEN;Openbaar;0591371677;www.anwende.nl;Paardelandsdrift;5;7854 PR;AALDEN
41630;09HH;Basisschool De Akker;Oldenhoffstraat;5;7841 AJ;SLEEN;Drenthe;0109;COEVORDEN;Openbaar;0591361766;                                                                                ;Oldenhoffstraat;5;7841 AJ;SLEEN
41630;10CY;Basisschool De Vlinderhof;Odoornerweg;8;7846 TA;NOORD-SLEEN;Drenthe;0109;COEVORDEN;Openbaar;0591361680;www.obsdevlinderhof.nl;Odoornerweg;8;7846 TA;NOORD-SLEEN
41630;11IS;Burgemeester van Royenschool;Sportparklaan;20;7848 BB;SCHOONOORD;Drenthe;0109;COEVORDEN;Openbaar;0591381262;www.vanroyenschool.nl;Sportparklaan;20;7848 BB;SCHOONOORD
41630;11UG;Basisschool Erm;Bakkersteeg;1;7843 PX;ERM;Drenthe;0109;COEVORDEN;Openbaar;0591361651;www.depiramide-erm.nl;Bakkersteeg;1;7843 PX;ERM
41630;18NC;Burg Wessels Boerschool;Molenwijk;4;7751 CG;DALEN;Drenthe;0109;COEVORDEN;Openbaar;0524551433;                                                                                ;Molenwijk;4;7751 CG;DALEN
41630;18OE;Openbare Basisschool De Zwarm;Coevorderstraatweg;6;7917 PR;GEESBRUG;Drenthe;0109;COEVORDEN;Openbaar;0524291300;www.dezwarm.nl;Coevorderstraatweg;6;7917 PR;GEESBRUG
41630;18OH;Marke-School;Middendorp;32;7754 MB;WACHTUM;Drenthe;0109;COEVORDEN;Openbaar;0524552206;www.markeschool.nl;Middendorp;32;7754 MB;WACHTUM
41630;18OQ;Openbare Basisschool de Wilhelminaschool;Jan van Scorelstraat;13;7741 XM;COEVORDEN;Drenthe;0109;COEVORDEN;Openbaar;0524512485;www.dewilhelminaschool.nl;Jan van Scorelstraat;13;7741 XM;COEVORDEN
41630;18PP;Stidal-School;Hoofdstraat;144;7755 NN;DALERVEEN;Drenthe;0109;COEVORDEN;Openbaar;0524221261;www.stidalschool.nl;Hoofdstraat;144;7755 NN;DALERVEEN
41630;18PV;Openbare Basisschool Buitenvree;van Pallandtlaan;5;7742 WJ;COEVORDEN;Drenthe;0109;COEVORDEN;Openbaar;0524512232;www.obsbuitenvree.nl;van Pallandtlaan;5;7742 WJ;COEVORDEN
41630;18QQ;Openbare Basisschool De Klimop;Wethouder H Euvingstraat;6;7863 PM;GEES;Drenthe;0109;COEVORDEN;Openbaar;0524581759;www.obsdeklimop.nl;Wethouder H Euvingstraat;6;7863 PM;GEES
41630;18QW;Parkschool voor Openbare Basisschool;van Heutszpark;18;7741 CV;COEVORDEN;Drenthe;0109;COEVORDEN;Openbaar;0524512567;www.parkschool.nl;van Heutszpark;18;7741 CV;COEVORDEN
41630;18RQ;Obs De Woert;Beatrixlaan;25;7861 AG;OOSTERHESSELEN;Drenthe;0109;COEVORDEN;Openbaar;0524581778;www.obsdewoert.nl;Beatrixlaan;25;7861 AG;OOSTERHESSELEN
41803;23DR;Basisschool Eben Haezer;Eenendertigste Wijk-N;1;7913 AA;HOLLANDSCHEVELD;Drenthe;0118;HOOGEVEEN;Reformatorisch;0528343536;www.ebenhaezer-school.nl;Eenendertigste Wijk-N;1;7913 AA;HOLLANDSCHEVELD
41812;07GE;Openbare Basisschool De Meenthe;Floralaan;1-A;9421 NP;BOVENSMILDE;Drenthe;1731;MIDDEN-DRENTHE;Openbaar;0592412973;www.kitsprimair.nl/demeenthe;Hofstraat;18;9411 LB;BEILEN
41812;08TL;Openbare Basisschool Prinses Margriet;Prinses Margrietstraat;1;9422 EL;SMILDE;Drenthe;1731;MIDDEN-DRENTHE;Openbaar;0592412302;www.margrietschoolsmilde.nl;Hofstraat;18;9411 LB;BEILEN
41812;09RS;Openbare Basisschool Pieter van Thuyl;Prof. Dr. Obbinkstraat;3;9423 PR;HOOGERSMILDE;Drenthe;1731;MIDDEN-DRENTHE;Openbaar;0592459043;www.pietervanthuylschool.nl;Hofstraat;18;9411 LB;BEILEN
41812;10EH;Basisschool de Lindelaar;Homaat;2;9431 MK;WESTERBORK;Drenthe;1731;MIDDEN-DRENTHE;Openbaar;0593331998;www.delindelaar.nl;Hofstraat;18;9411 LB;BEILEN
41812;12EY;Openbare Basisschool De Wenteling;Schiphorsten;2;9437 TD;BALINGE;Drenthe;1731;MIDDEN-DRENTHE;Openbaar;0593552441;                                                                                ;Hofstraat;18;9411 LB;BEILEN
41812;12OC;Basisschool Mr Sieberingschool;Haarweg;27;7938 PS;NIEUW-BALINGE;Drenthe;1731;MIDDEN-DRENTHE;Openbaar;0528321355;www.meestersieberingschool.nl;Hofstraat;18;9411 LB;BEILEN
41812;18QS;Mr Harm Smeenge School;Hofstraat;18;9411 LB;BEILEN;Drenthe;1731;MIDDEN-DRENTHE;Openbaar;0593522615;www.harmsmeengeschool.nl;Hofstraat;18;9411 LB;BEILEN
41812;18SP;Basisschool G A de Ridder;'t Spiek;2;9411 KV;BEILEN;Drenthe;1731;MIDDEN-DRENTHE;Openbaar;0593522030;www.gaderidderschool.nl;Hofstraat;18;9411 LB;BEILEN
41812;18TJ;Basisschool 't Hieker Nust;Westeinde;6;9415 PJ;HIJKEN;Drenthe;1731;MIDDEN-DRENTHE;Openbaar;0593525136;www.basisschoolhijken.nl;Hofstraat;18;9411 LB;BEILEN
41812;18UK;Openbare Basisschool De Bosvlinder;Bosweg;1;9414 BD;HOOGHALEN;Drenthe;1731;MIDDEN-DRENTHE;Openbaar;0593592317;www.bosvlinder.nl;Hofstraat;18;9411 LB;BEILEN
41812;18UT;Basisschool Zuiderenk;Drijberseweg;2;9418 PW;WIJSTER;Drenthe;1731;MIDDEN-DRENTHE;Openbaar;0593562250;www.kitsprimair.nl/zuiderenk;Hofstraat;18;9411 LB;BEILEN
41851;09FN;Openbare Basisschool De Schuthoek;Julianalaan;67;9471 EB;ZUIDLAREN;Drenthe;1730;TYNAARLO;Openbaar;0504092009;                                                                                ;Postbus;58;9470 AB;ZUIDLAREN
41851;10AV;De Vijverstee;De Fledders;14;9481 GA;VRIES;Drenthe;1730;TYNAARLO;Openbaar;0592542205;www.vijverstee.nl;Postbus;4;9480 AA;VRIES
41851;10BK;Basisschool Schuilingsoord;Hogeweg;7-C;9472 PA;ZUIDLAREN;Drenthe;1730;TYNAARLO;Openbaar;0504094148;                                                                                ;Postbus;147;9470 AC;ZUIDLAREN
41851;10TA;OBS Het Oelebred;Rozenstraat;18;9482 PP;TYNAARLO;Drenthe;1730;TYNAARLO;Openbaar;0592542023;www.oelebred.nl;Rozenstraat;18;9482 PP;TYNAARLO
41851;10TH;Basisschool De Zuidwester;Schipborgerweg;97-A;9471 PS;ZUIDLAREN;Drenthe;1730;TYNAARLO;Openbaar;0504091658;www.odbszuidwester.nl;Schipborgerweg;97-A;9471 PS;ZUIDLAREN
41851;11HH;De Duinstee;Betmersweg;2;9494 RB;YDE;Drenthe;1730;TYNAARLO;Openbaar;0504062332;                                                                                ;Betmersweg;2;9494 RB;YDE
41851;12DG;obs De Zeijer Hoogte;Ubbenaseweg;7;9491 AA;ZEIJEN;Drenthe;1730;TYNAARLO;Openbaar;0592291476;www.obszeijen.nl;Ubbenaseweg;7;9491 AA;ZEIJEN
41851;18NM;obs De Veenvlinder;Schoollaan;18;9765 AC;PATERSWOLDE;Drenthe;1730;TYNAARLO;Openbaar;0503094324;                                                                                ;Schoollaan;18;9765 AC;PATERSWOLDE
41851;18OV;OBS Ter Borch;Borchsingel;41;9766 PP;EELDERWOLDE;Drenthe;1730;TYNAARLO;Openbaar;0505218088;www.obs-terborch.nl;Borchsingel;41;9766 PP;EELDERWOLDE
41851;18QA;obs De Westerburcht;Jan Steenweg;1;9761 HJ;EELDE;Drenthe;1730;TYNAARLO;Openbaar;0503094407;                                                                                ;Jan Steenweg;1;9761 HJ;EELDE
41868;10DF;BS De Bosrank;Havelter Schapendrift;22;7971 BC;HAVELTE;Drenthe;1701;WESTERVELD;Openbaar;0521349171;www.debosrank.nl;Havelter Schapendrift;22;7971 BC;HAVELTE
41868;10UX;Openbare Basisschool De Veldwikke;Veldweg;1-A;7973 KH;DARP;Drenthe;1701;WESTERVELD;Openbaar;0521342287;www.obsdeveldwikke.nl;Veldweg;1-A;7973 KH;DARP
41868;11IZ;KC De Vuursteen;Oude Dijk;59;8351 HR;WAPSERVEEN;Drenthe;1701;WESTERVELD;Openbaar;0521321411;www.devuursteen.nl;Oude Dijk;59;8351 HR;WAPSERVEEN
41868;11UN;Oosterveldschool;Schoolstraat;4;7975 AC;UFFELTE;Drenthe;1701;WESTERVELD;Openbaar;0521351307;www.oosterveldschool.nl;Schoolstraat;4;7975 AC;UFFELTE
41868;18MM;Openbare Basisschool De Hoekstee;De Hoek;26;8381 BL;VLEDDER;Drenthe;1701;WESTERVELD;Openbaar;0521381320;                                                                                ;De Hoek;26;8381 BL;VLEDDER
41868;18NW;Burgemeester W.A. Storkschool;Bruges;1;7991 CD;DWINGELOO;Drenthe;1701;WESTERVELD;Openbaar;0521591347;                                                                                ;Bruges;1;7991 CD;DWINGELOO
41868;18PE;Openbare Basisschool De Kievitshoek;Linthorst Homanstraat;24;8384 EE;WILHELMINAOORD;Drenthe;1701;WESTERVELD;Openbaar;0521381536;www.obsdekievitshoek.nl;Linthorst Homanstraat;24;8384 EE;WILHELMINAOORD
41868;19IV;Openbare Basisschool De Singelier;Schipper;11;7981 DV;DIEVER;Drenthe;1701;WESTERVELD;Openbaar;0521591257;                                                                                ;Schipper;11;7981 DV;DIEVER
41868;19KK;Ten Darperschoele;Ten Darperweg;50;7983 KN;WAPSE;Drenthe;1701;WESTERVELD;Openbaar;0521551332;www.tendarperschoele.nl;Ten Darperweg;50;7983 KN;WAPSE
41895;09HG;Basisschool 't Echtenest;Schoolakkers;2-B;7932 PM;ECHTEN DR;Drenthe;1690;DE WOLDEN;Openbaar;0528251558;                                                                                ;Schoolakkers;2-B;7932 PM;ECHTEN DR
41895;10RY;o.b.s. De Klimtoren;Drogteropslagen;57;7705 PD;DROGTEROPSLAGEN;Drenthe;1690;DE WOLDEN;Openbaar;0523614130;www.obsreestzicht.nl;Drogteropslagen;57;7705 PD;DROGTEROPSLAGEN
41895;10UN;Basisschool 't Oelebrod;Mr. Harm Smeengestraat;56;7963 BZ;RUINEN;Drenthe;1690;DE WOLDEN;Openbaar;0522471805;www.oelebrod.nl;Mr. Harm Smeengestraat;56;7963 BZ;RUINEN
41895;11GK;Openbare Basisschool De Bosrand;Jan Haarstraat;28;7926 TC;KERKENVELD;Drenthe;1690;DE WOLDEN;Openbaar;0528361666;www.bosrand-kerkenveld.nl;Jan Haarstraat;28;7926 TC;KERKENVELD
41895;12CO;o.b.s.  Het Veldboeket;Schoolweg;19;7924 PL;VEENINGEN;Drenthe;1690;DE WOLDEN;Openbaar;0528391555;www.hetveldboeket.info;Schoolweg;19;7924 PL;VEENINGEN
41895;12TS;Het Groene Hart;Schoolbrink;1;7921 HG;ZUIDWOLDE DR;Drenthe;1690;DE WOLDEN;Openbaar;0528372007;www.groenehartzuidwolde.nl;Postbus;72;7920 AB;ZUIDWOLDE DR
41895;18IJ;OBS de Wezeboom;Schoolstraat;28;7961 NJ;RUINERWOLD;Drenthe;1690;DE WOLDEN;Openbaar;0522481330;                                                                                ;Schoolstraat;28;7961 NJ;RUINERWOLD
41895;18KF;Openbare Basisschool de Dissel-Daltonschool;Dijkhuizen;68-A;7961 AM;RUINERWOLD;Drenthe;1690;DE WOLDEN;Openbaar;0522481488;www.dedisselruinerwold.nl;Dijkhuizen;68-A;7961 AM;RUINERWOLD
41895;18KU;Basisschool De Rozebottel;Sportlaan;14;7958 SM;KOEKANGE;Drenthe;1690;DE WOLDEN;Openbaar;0522451511;www.obsderozebottel.nl;Sportlaan;14;7958 SM;KOEKANGE
41895;18NN;Basisschool De Horst;Postweg;43-A;7957 BV;DE WIJK;Drenthe;1690;DE WOLDEN;Openbaar;0522441942;www.obsdehorst.nl;Postbus;31;7957 ZG;DE WIJK
41899;08EZ;Openbare Basisschool J. Emmens;Ceresstraat;8;9514 CA;GASSELTERNIJVEEN;Drenthe;1680;AA EN HUNZE;Openbaar;0599512743;www.obsjemmens.nl;Ceresstraat;8;9514 CA;GASSELTERNIJVEEN
41899;09FC;Openbare Basisschool De Dobbe;Achter de Brinken;6-C;9462 RH;GASSELTE;Drenthe;1680;AA EN HUNZE;Openbaar;0599564750;www.dobbe.picto.nl;Achter de Brinken;6-C;9462 RH;GASSELTE
41899;09HW;Basisschool De Flint;Markeweg;10;9454 PM;EKEHAAR;Drenthe;1680;AA EN HUNZE;Openbaar;0592389338;www.basisschooldeflint.nl;Markeweg;10;9454 PM;EKEHAAR
41899;10AB;Basisschool Gieten;Spoorstraat;2;9461 DA;GIETEN;Drenthe;1680;AA EN HUNZE;Openbaar;0592262796;www.obs-gieten.nl;Postbus;53;9460 AB;GIETEN
41899;10BB;obs De Peppel;Tweede Dwarsdiep;8;9515 PR;GASSELTERNIJVEENSCHEMOND;Drenthe;1680;AA EN HUNZE;Openbaar;0599615738;                                                                                ;Tweede Dwarsdiep;8;9515 PR;GASSELTERNIJVEENSCHEMOND
41899;10DK;Basisschool De Drift;de Pol;4-A;9444 XE;GROLLOO;Drenthe;1680;AA EN HUNZE;Openbaar;0592501480;                                                                                ;de Pol;4-A;9444 XE;GROLLOO
41899;10SG;Basisschool Bonnen;Bonnen;29;9461 AC;GIETEN;Drenthe;1680;AA EN HUNZE;Openbaar;0592262158;www.bonnerschool.nl;Postbus;4;9460 AA;GIETEN
41899;10VA;Basisschool Jan Thies;Menso Altinglaan;4;9451 KE;ROLDE;Drenthe;1680;AA EN HUNZE;Openbaar;0592241303;www.janthiesschool.nl;Menso Altinglaan;4;9451 KE;ROLDE
41899;11AK;Basisschool Anloo;Kerkbrink;2;9467 PH;ANLOO;Drenthe;1680;AA EN HUNZE;Openbaar;0592272079;www.anloo.picto.nl;Kerkbrink;2;9467 PH;ANLOO
41899;11YV;Basisschool de Eshoek;Molenakkers;30;9468 BM;ANNEN;Drenthe;1680;AA EN HUNZE;Openbaar;0592271316;www.eshoek.nl;Molenakkers;30;9468 BM;ANNEN
41899;12HY;Basisschool Prins Willem Alexander;'t Witzand;22;9463 PA;EEXT;Drenthe;1680;AA EN HUNZE;Openbaar;0596852718;                                                                                ;'t Witzand;22;9463 PA;EEXT
41899;12QP;Basisschool de Kameleon;Dorpsstraat;54;9658 PC;EEXTERVEEN;Drenthe;1680;AA EN HUNZE;Openbaar;0598468377;www.dekameleoneexterveen.nl;Dorpsstraat;54;9658 PC;EEXTERVEEN
42554;12LU;o.b.s. De Meander;Molenstraat;3-B;9531 CH;BORGER;Drenthe;1681;BORGER-ODOORN;Openbaar;0599234690;www.obsdemeander-borger.nl;Molenstraat;3-B;9531 CH;BORGER
42554;12TV;Daltonschool Ees;Schoolstraat;4;9536 PN;EES;Drenthe;1681;BORGER-ODOORN;Openbaar;0599235850;www.obs-daltonschoolees.nl;Schoolstraat;4;9536 PN;EES
42554;13LA;Ekkelhof;Schoolstraat;12;9533 PL;DROUWEN;Drenthe;1681;BORGER-ODOORN;Openbaar;0599565391;www.obs-ekkelhof.nl;Schoolstraat;12;9533 PL;DROUWEN
42554;13XE;Nieuw Buinen 75;Zuiderdiep;3;9521 AA;NIEUW-BUINEN;Drenthe;1681;BORGER-ODOORN;Openbaar;0599212440;www.obs-75nieuwbuinen.nl;Zuiderdiep;3;9521 AA;NIEUW-BUINEN
42554;14AL;Openbare Basisschool De Poolster;Noorderdiep;129;9521 BC;NIEUW-BUINEN;Drenthe;1681;BORGER-ODOORN;Openbaar;0599650060;www.obs-depoolster.nl;Noorderdiep;129;9521 BC;NIEUW-BUINEN
42554;18TP;De Aanloop;Wilhelminalaan;4;7876 HA;VALTHERMOND;Drenthe;1681;BORGER-ODOORN;Openbaar;0599661738;www.obs-deaanloop.nl;Wilhelminalaan;4;7876 HA;VALTHERMOND
42554;18UV;Openbare Basisschool De Westhoek;Schoolstraat;27;9571 CB;2E EXLOERMOND;Drenthe;1681;BORGER-ODOORN;Openbaar;0599671925;www.obs-dewesthoek.nl;Schoolstraat;27;9571 CB;2E EXLOERMOND
42554;18VZ;Basisschool De Linderakkers;Linderakkers;3;7872 PM;VALTHE;Drenthe;1681;BORGER-ODOORN;Openbaar;0591513592;www.obs-delinderakkers.nl;Linderakkers;3;7872 PM;VALTHE
42554;18WH;Basisschool De Weiert;De Goorns;28;7873 AM;ODOORN;Drenthe;1681;BORGER-ODOORN;Openbaar;0591513450;www.obs-deweiert.nl;De Goorns;28;7873 AM;ODOORN
42554;18WQ;Openbare Basisschool De Zweng;Hoofdstraat;62;7875 AD;EXLOO;Drenthe;1681;BORGER-ODOORN;Openbaar;0591549713;www.obs-dezweng.nl;Hoofdstraat;62;7875 AD;EXLOO
42557;11IR;OBS De Zandloper;Cavaljeweg;29;7934 PJ;STUIFZAND;Drenthe;0118;HOOGEVEEN;Openbaar;0528269837;www.obsdezandloper.nl;Cavaljeweg;29;7934 PJ;STUIFZAND
42557;12UZ;Het Spectrum;Stoekeplein;1;7902 HM;HOOGEVEEN;Drenthe;0118;HOOGEVEEN;Openbaar;0528270080;www.obshetspectrum.nl;Boekenberghstraat;12;7906 GA;HOOGEVEEN
42557;13AZ;'t Kienholt;van Leeuwenhoekstraat;85;7908 BJ;HOOGEVEEN;Drenthe;0118;HOOGEVEEN;Openbaar;0528271335;www.obdskienholt.nl;van Leeuwenhoekstraat;85;7908 BJ;HOOGEVEEN
42557;13GQ;De Schuthoek;Booyenverlaat;7;7908 EE;HOOGEVEEN;Drenthe;0118;HOOGEVEEN;Openbaar;0528276003;                                                                                ;Booyenverlaat;7;7908 EE;HOOGEVEEN
42557;13UL;Apollo;Grote Beer;36;7904 LW;HOOGEVEEN;Drenthe;0118;HOOGEVEEN;Openbaar;0528262616;                                                                                ;Grote Beer;36;7904 LW;HOOGEVEEN
42557;13XW;Het Hoeltien;Kerkenkavel;40;7913 AT;HOLLANDSCHEVELD;Drenthe;0118;HOOGEVEEN;Openbaar;0528343195;www.hethoeltien.nl;Kerkenkavel;40;7913 AT;HOLLANDSCHEVELD
42557;18NA;OBS De Driesprong;De Spil;5;7918 AX;NIEUWLANDE;Drenthe;0118;HOOGEVEEN;Openbaar;0528351692;                                                                                ;De Spil;5;7918 AX;NIEUWLANDE
42557;22KM;'T Rastholt;Tilber;9;7908 PB;HOOGEVEEN;Drenthe;0118;HOOGEVEEN;Openbaar;0528278118;www.rastholt.nl;Tilber;9;7908 PB;HOOGEVEEN
42582;30KF;Evangelische Basisschool de Fontein;Anjerstraat;1;7906 LE;HOOGEVEEN;Drenthe;0118;HOOGEVEEN;Evangelisch;0610564167;www.ebs-defontein.nl;Anjerstraat;1;7906 LE;HOOGEVEEN
42607;01WQ;Gereformeerd Basisschool De Rank;Floralaan;3;9301 KE;RODEN;Drenthe;1699;NOORDENVELD;Gereformeerd vrijgemaakt;0505017840;www.noorderbasis.nl;Floralaan;3;9301 KE;RODEN
42719;14AS;Baggelhuizenschool;Witterhoofdweg;1-B;9405 HX;ASSEN;Drenthe;0106;ASSEN;Openbaar;0592398160;www.obs-baggelhuizen-assen.nl;Witterhoofdweg;1-B;9405 HX;ASSEN
42719;14GR;Openbare Basisschool De Driemaster;Amstelstraat;14-A;9406 TH;ASSEN;Drenthe;0106;ASSEN;Openbaar;0592350738;www.obs-driemaster-assen.nl;Amstelstraat;14-A;9406 TH;ASSEN
42719;14JI;Emmaschool;Prinses Irenestraat;6;9401 HH;ASSEN;Drenthe;0106;ASSEN;Openbaar;0592314663;www.emmaschool-assen.nl;Prinses Irenestraat;6;9401 HH;ASSEN
42719;14LV;Basisschool Valkenhorst;Bremstraat;14;9404 GD;ASSEN;Drenthe;0106;ASSEN;Openbaar;0592820630;www.devalkenhorst.nl;Bremstraat;14;9404 GD;ASSEN
42719;15EF;o.b.s.Theo Thijssen;Sluisstraat;139;9406 AX;ASSEN;Drenthe;0106;ASSEN;Openbaar;0592355196;www.obstheothijssen.nl;Postbus;133;9400 AC;ASSEN
42719;15KJ;Basisschool de Vuurvogel;Obrechtlaan;1-3;9402 TB;ASSEN;Drenthe;0106;ASSEN;Openbaar;0592340692;www.vuurvogel-assen.nl;Obrechtlaan;3;9402 TB;ASSEN
42719;15PM;De Veldkei;Veenwalweg;5-7;9407 AM;ASSEN;Drenthe;0106;ASSEN;Openbaar;0592344651;www.obs-veldkei-assen.nl;Postbus;28;9400 AA;ASSEN
42719;21LT;Basisschool De Marskramer;Kleuvenstee;1;9403 LT;ASSEN;Drenthe;0106;ASSEN;Openbaar;0592372424;www.demarskramer.nl;Kleuvenstee;1;9403 LT;ASSEN
42719;24MU;Openbare Basisschool Heksenketel;Tarwehullen;1;9403 WD;ASSEN;Drenthe;0106;ASSEN;Openbaar;0592374655;www.deheksenketel.nl;Tarwehullen;1;9403 WD;ASSEN
42719;26PN;Het Sterrenschip;Schoolstraat;31;9408 MB;ASSEN;Drenthe;0106;ASSEN;Openbaar;0592820550;www.sterrenschip.nl;Schoolstraat;31;9408 MB;ASSEN
42719;27WY;Openbare Basisschool Kloosterveen;De Boomgaard;5;9408 JA;ASSEN;Drenthe;0106;ASSEN;Openbaar;0592398756;www.obs-kloosterveen-assen.nl;De Boomgaard;5;9408 JA;ASSEN
45000;03RY;Sint Gerardus;Splitting;145;7826 CT;EMMEN;Drenthe;0114;EMMEN;Rooms-Katholiek;0591622465;www.sintgerardus.nl;Splitting;145;7826 CT;EMMEN
45000;04PT;Het Blokland Neutrale School voor Basisonderwijs;Zwarte Dijkje;31;7914 PB;NOORDSCHESCHUT;Drenthe;0118;HOOGEVEEN;Algemeen bijzonder;0528341496;www.hetblokland.nl;Postbus;5;7914 ZG;NOORDSCHESCHUT
45000;04SK;St Frans School;Harm Tiesingstraat;2;7815 JJ;EMMEN;Drenthe;0114;EMMEN;Rooms-Katholiek;0591658985;www.stfransschool-skod.nl;Harm Tiesingstraat;2;7815 JJ;EMMEN
45000;05DB;St Josephschool;Kerklaan;26;9564 PA;ZANDBERG DR;Drenthe;1681;BORGER-ODOORN;Rooms-Katholiek;0599413230;www.stjosephzandberg.nl;Kerklaan;26;9564 PA;ZANDBERG DR
45000;06QH;Rooms Katholieke Basisschool De Banier;De Blokken;16;7894 CL;ZWARTEMEER;Drenthe;0114;EMMEN;Rooms-Katholiek;0591313193;www.banier-skod.nl;Postbus;19;7890 AA;KLAZIENAVEEN
45000;06SI;Rooms Katholieke Basisschool Sint Theresia;Postweg;131;7884 PJ;BARGER-COMPASCUUM;Drenthe;0114;EMMEN;Rooms-Katholiek;0591349275;www.sttheresia-skod.nl;Postweg;131;7884 PJ;BARGER-COMPASCUUM
45000;06YD;De Hoeksteen;Hoofdkanaal OZ;86;7881 CN;EMMER-COMPASCUUM;Drenthe;0114;EMMEN;Rooms-Katholiek;0591352677;www.dehoeksteen-skod.nl;Hoofdkanaal OZ;86;7881 CN;EMMER-COMPASCUUM
45000;07PA;Rooms Katholieke Basisschool Vredeveld;Zevensterstraat;19;9404 JH;ASSEN;Drenthe;0106;ASSEN;Rooms-Katholiek;0592317620;                                                                                ;Zevensterstraat;19;9404 JH;ASSEN
